Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
ABR^A,Arbor Realty Trust,25.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^a,
ABR^B,Arbor Realty Trust,24.7547,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^b,
ABR^C,Arbor Realty Trust,25.3861,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^c,
ABRN,Arbor Realty Trust,25.33,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abrn,
ARC,"ARC Document Solutions, Inc.",3.92,$180.37M,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/arc,
ARCX,Arc Logistic Partners LP,13.66,$263.67M,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/arcx,
MT,ArcelorMittal,8.68,$26.61B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt,
ARH^C,Arch Capital Group Ltd.,25.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arh^c,
ARCH,"Arch Coal, Inc.",65.64,$1.64B,2016,Energy,Coal Mining,http://www.nasdaq.com/symbol/arch,
ADM,Archer-Daniels-Midland Company,44.67,$25.51B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm,
AROC,"Archrock, Inc.",11.8,$832.36M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aroc,
ARNC,Arconic Inc.,26.67,$11.75B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arnc,
ARNC^B,Arconic Inc.,40.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arnc^b,
ARCO,Arcos Dorados Holdings Inc.,6.35,$1.34B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arco,
ASC,Ardmore Shipping Corporation,7.05,$236.71M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/asc,
AFC,Ares Capital Corporation,25.78,$206.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc,
ARU,Ares Capital Corporation,25.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aru,
ACRE,Ares Commercial Real Estate Corporation,12.82,$365.15M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre,
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",15.82,$363.73M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc,
ARES,Ares Management L.P.,19,$4.02B,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares,
ARES^A,Ares Management L.P.,25.68,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ares^a,
AGX,"Argan, Inc.",67.75,$1.04B,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx,
ANET,"Arista Networks, Inc.",127,$9.02B,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet,
AI,Arlington Asset Investment Corp,13.51,$319.22M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai,
AIC,Arlington Asset Investment Corp,21.93,n/a,2015,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aic,
AIW,Arlington Asset Investment Corp,24.5,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw,
AHH,"Armada Hoffler Properties, Inc.",13.32,$500.68M,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh,
ARR,"ARMOUR Residential REIT, Inc.",21.31,$782.58M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr,
ARR^A,"ARMOUR Residential REIT, Inc.",24.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a,
ARR^B,"ARMOUR Residential REIT, Inc.",23.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b,
AFI,"Armstrong Flooring, Inc.",18.39,$513.63M,2016,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/afi,
AWI,Armstrong World Industries Inc,46.05,$2.48B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi,
ARW,"Arrow Electronics, Inc.",73.24,$6.51B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw,
AJG,Arthur J. Gallagher & Co.,56.85,$10.15B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg,
APAM,Artisan Partners Asset Management Inc.,27.65,$2.1B,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam,
ASA,ASA Gold and Precious Metals Limited,11.2,$216.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa,
ABG,Asbury Automotive Group Inc,62.55,$1.32B,2002,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg,
AHP,"Ashford Hospitality Prime, Inc.",10.39,$270.42M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp,
AHP^B,"Ashford Hospitality Prime, Inc.",19.94,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahp^b,
AHT,Ashford Hospitality Trust Inc,6.12,$589.97M,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht,
AHT^A,Ashford Hospitality Trust Inc,25.6282,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^a,
AHT^D,Ashford Hospitality Trust Inc,25.3661,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^d,
AHT^F,Ashford Hospitality Trust Inc,24.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^f,
AHT^G,Ashford Hospitality Trust Inc,23.6104,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^g,
ASH,Ashland Global Holdings Inc.,121.88,$7.58B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash,
APB,"Asia Pacific Fund, Inc. (The)",10.74,$111.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb,
GRR,"Asia Tigers Fund, Inc. (The)",10.34,$35.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr,
ASPN,"Aspen Aerogels, Inc.",4.06,$94.88M,2014,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn,
AHL,Aspen Insurance Holdings Limited,54.85,$3.28B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl,
AHL^B,Aspen Insurance Holdings Limited,25.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^b,
AHL^C,Aspen Insurance Holdings Limited,26.4658,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^c,
AHL^D,Aspen Insurance Holdings Limited,22.9251,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^d,
ASB,Associated Banc-Corp,25.1,$3.81B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb,
ASB^C,Associated Banc-Corp,25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^c,
ASB^D,Associated Banc-Corp,22.949,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^d,
AC,"Associated Capital Group, Inc.",38.1,$923.98M,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ac,
AIZ,"Assurant, Inc.",99.49,$5.54B,2004,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz,
AGO,Assured Guaranty Ltd.,40.38,$5.05B,2004,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago,
AGO^B,Assured Guaranty Ltd.,25.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b,
AGO^E,Assured Guaranty Ltd.,25.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e,
AGO^F,Assured Guaranty Ltd.,24.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f,
AF,Astoria Financial Corporation,21.13,$2.14B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/af,
AF^C,Astoria Financial Corporation,25.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/af^c,
AZN,Astrazeneca PLC,30.3,$76.66B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn,
HOME,At Home Group Inc.,15.05,$908.52M,2016,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/home,
T,AT&T Inc.,42.09,$258.5B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t,
ATTO,Atento S.A.,8.45,$623.49M,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto,
ATH,Athene Holding Ltd.,50.5,$11.5B,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/ath,
ATKR,Atkore International Group Inc.,25.72,$1.62B,2016,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atkr,
AT,Atlantic Power Corporation,2.55,$292.36M,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/at,
ATO,Atmos Energy Corporation,78.33,$8.24B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato,
ATW,"Atwood Oceanics, Inc.",8.92,$717.79M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atw,
AUO,AU Optronics Corp,3.83,$3.69B,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo,
ATHM,Autohome Inc.,34.94,$3.95B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/athm,
ALV,"Autoliv, Inc.",104.59,$9.23B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv,
AN,"AutoNation, Inc.",44.82,$4.52B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an,
AZO,"AutoZone, Inc.",728.99,$20.76B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo,
AVB,"AvalonBay Communities, Inc.",178.64,$24.53B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb,
AGR,"Avangrid, Inc.",42.11,$13.01B,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/agr,
ACP,Avenue Income Credit Strategies Fund,13.33,$174.28M,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp,
AVY,Avery Dennison Corporation,79.88,$7.04B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy,
AVH,Avianca Holdings S.A.,7.35,$915.98M,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh,
AVA,Avista Corporation,38.86,$2.5B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava,
AVT,"Avnet, Inc.",45.58,$5.88B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt,
AVP,"Avon Products, Inc.",4.22,$1.85B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp,
AVX,AVX Corporation,15.56,$2.61B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx,
AXTA,Axalta Coating Systems Ltd.,31.13,$7.51B,2014,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta,
AXS,Axis Capital Holdings Limited,68.84,$5.93B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs,
AXS^C.CL,Axis Capital Holdings Limited,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^c.cl,
AXS^D,Axis Capital Holdings Limited,24.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d,
AXS^E,Axis Capital Holdings Limited,23.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^e,
AXON          ,Axovant Sciences Ltd.,13.99,$1.39B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axon,
AZRE,Azure Power Global Limited,17.24,$446.79M,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/azre,
AZZ,AZZ Inc.,57.9,$1.5B,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz,
BGS,"B&G Foods, Inc.",41.6,$2.77B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs,
BW,Babcock,9.23,$449.49M,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/bw,
BGH,Babson Global Short Duration High Yield Fund,19.41,$389.32M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgh,
BMI,"Badger Meter, Inc.",34.8,$1.01B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi,
BHI,Baker Hughes Incorporated,56.47,$24.02B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhi,
BBN,BalckRock Taxable Municipal Bond Trust,21.49,$1.23B,2010,n/a,n/a,http://www.nasdaq.com/symbol/bbn,
BLL,Ball Corporation,74.05,$12.96B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll,
BGE^B,Baltimore Gas & Electric Company,25.7663,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bge^b,
BANC,"Banc of California, Inc.",20.65,$1.03B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc,
BANC^C,"Banc of California, Inc.",26.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^c,
BANC^D,"Banc of California, Inc.",25.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^d,
BANC^E,"Banc of California, Inc.",25.4397,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^e,
BBVA,Banco Bilbao Viscaya Argentaria S.A.,7.21,$47.35B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva,
BBD,Banco Bradesco Sa,10.08,$55.76B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd,
BBDO,Banco Bradesco Sa,9.9,$54.77B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo,
BCH,Banco De Chile,72.86,$11.93B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch,
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",27.22,$1.07B,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx,
BSBR,Banco Santander Brasil SA,10.16,$77.78B,2009,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr,
BSAC,Banco Santander Chile,23.25,$10.95B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac,
SAN,"Banco Santander, S.A.",5.66,$81.7B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san,
SAN^A,"Banco Santander, S.A.",25.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a,
SAN^B,"Banco Santander, S.A.",24.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b,
SAN^C,"Banco Santander, S.A.",25.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c,
SAN^I,"Banco Santander, S.A.",26.14,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i,
CIB,BanColombia S.A.,36.18,$8.7B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib,
BXS,"BancorpSouth, Inc.",31.3,$2.93B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs,
BAC,Bank of America Corporation,25.32,$253.84B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac,
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a,
BAC.WS.B,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b,
BAC^A,Bank of America Corporation,25.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^a,
BAC^C,Bank of America Corporation,25.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^c,
BAC^D,Bank of America Corporation,25.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d,
BAC^E,Bank of America Corporation,22.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e,
BAC^I,Bank of America Corporation,25.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i,
BAC^L,Bank of America Corporation,1187.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l,
BAC^W,Bank of America Corporation,25.98,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w,
BAC^Y,Bank of America Corporation,26.0655,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y,
BML^G,Bank of America Corporation,20.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g,
BML^H,Bank of America Corporation,20.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h,
BML^I,Bank of America Corporation,25.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i,
BML^J,Bank of America Corporation,23.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j,
BML^L,Bank of America Corporation,23.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l,
BOH,Bank of Hawaii Corporation,84.49,$3.6B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh,
BMO,Bank Of Montreal,76.03,$49.32B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo,
NTB,Bank of N.T. Butterfield & Son Limited (The),33.2,$1.77B,2016,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ntb,
BK,Bank Of New York Mellon Corporation (The),48.26,$50.07B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk,
BK^C,Bank Of New York Mellon Corporation (The),24.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c,
BNS,Bank of Nova Scotia (The),58.61,$70.89B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns,
RATE,"Bankrate, Inc.",10.05,$905.23M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/rate,
BKU,"BankUnited, Inc.",38.9,$4.14B,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku,
BCS,Barclays PLC,11.02,$46.74B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs,
BCS^D,Barclays PLC,25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d,
MCI,Barings Corporate Investors,15.04,$297.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci,
MPV,Barings Participation Investors,14.12,$146.41M,1988,n/a,n/a,http://www.nasdaq.com/symbol/mpv,
BNED,"Barnes & Noble Education, Inc",9.53,$442.65M,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned,
BKS,"Barnes & Noble, Inc.",8.65,$626.85M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks,
B,"Barnes Group, Inc.",49.68,$2.67B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b,
CUDA,"Barracuda Networks, Inc.",22.92,$1.21B,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda,
ABX,Barrick Gold Corporation,17.8,$20.75B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx,
BAS,"Basic Energy Services, Inc.",30.31,$782.77M,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas,
BAX,Baxter International Inc.,51.9,$28.03B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax,
BTE,Baytex Energy Corp,3.3,$770.38M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte,
BBT,BB&T Corporation,47.53,$38.42B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt,
BBT^D,BB&T Corporation,25.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d,
BBT^E,BB&T Corporation,24.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e,
BBT^F,BB&T Corporation,24.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f,
BBT^G,BB&T Corporation,24.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g,
BBT^H,BB&T Corporation,24.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h,
BFR,BBVA Banco Frances S.A.,17.52,$3.14B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr,
BCE,"BCE, Inc.",42.48,$36.99B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce,
BZH,"Beazer Homes USA, Inc.",11.87,$398.17M,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh,
BDX,"Becton, Dickinson and Company",182.98,$38.94B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx,
BDC,Belden Inc,69.2,$2.92B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc,
BDC^B,Belden Inc,98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b,
BXE,Bellatrix Exploration Ltd,0.7665,$189.01M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe,
BEL,Belmond Ltd.,11.75,$1.2B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel,
BMS,"Bemis Company, Inc.",49.07,$4.54B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms,
BHE,"Benchmark Electronics, Inc.",31.55,$1.57B,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe,
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a,
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b,
BHLB,"Berkshire Hills Bancorp, Inc.",34.6,$1.24B,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb,
BBY,"Best Buy Co., Inc.",44.37,$13.81B,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby,
BGCA,"BGC Partners, Inc.",25.54,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca,
BHP,BHP Billiton Limited,36.15,$96.2B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp,
BBL,BHP Billiton plc,31.12,$82.82B,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl,
BIG,"Big Lots, Inc.",48.69,$2.17B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big,
BH,Biglari Holdings Inc.,407.58,$842.7M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh,
BBG,Bill Barrett Corporation,4.51,$341.5M,2004,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg,
BIOA,BioAmber Inc.,3.19,$111.17M,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bioa,
BIOA.WS,BioAmber Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bioa.ws,
BIO,"Bio-Rad Laboratories, Inc.",201.93,$5.97B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/bio,
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b,
BITA,Bitauto Holdings Limited,25.57,$1.81B,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/bita,
BKH,Black Hills Corporation,65.15,$3.48B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkh,
BKHU,Black Hills Corporation,71.76,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkhu,
BKFS,"Black Knight Financial Services, Inc.",38.35,$5.94B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bkfs,
BSM,"Black Stone Minerals, L.P.",17.02,$3.27B,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bsm,
BGIO,BlackRock 2022 Global Income Opportunity Trust,10.04,$211.02M,2017,n/a,n/a,http://www.nasdaq.com/symbol/bgio,
BJZ,Blackrock California Municipal 2018 Term Trust,15.05,$96.82M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bjz,
BFZ,BlackRock California Municipal Income Trust,13.92,$443.94M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bfz,
CII,Blackrock Capital and Income Strategies Fund Inc,14.32,$631.82M,2004,n/a,n/a,http://www.nasdaq.com/symbol/cii,
BHK,Blackrock Core Bond Trust,12.97,$699.54M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bhk,
HYT,"Blackrock Corporate High Yield Fund, Inc.",10.63,$1.35B,2003,n/a,n/a,http://www.nasdaq.com/symbol/hyt,
BTZ,BlackRock Credit Allocation Income Trust,12.69,$1.37B,2006,n/a,n/a,http://www.nasdaq.com/symbol/btz,
